postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
40815,https://api.github.com/repos/saltstack/salt/issues/40815,issue,salt minion process fail stop servic salt minion restart,descript issu question everi restart salt minion servic one old salt minion process stay run addit new one get start result everi restart grow number current run salt minion process setup minion salt minion el noarch rhel salt minion el noarch rhel master salt master el noarch rhel step reproduc issu uninstal salt minion depend reinstal fresh start restart servic salt minion stop stop salt minion root client net daemon ok killal salt minion ps ef grep salt root pts grep salt rpm e rpm qa grep python salt salt minion zeromq warn etc salt minion save etc salt minion rpmsave yum disablerepo epel instal salt minion depend resolv packag arch version repositori size instal salt minion noarch el saltstack salt el k instal depend python x el saltstack salt el python pyyaml x el saltstack salt el k python babel noarch el saltstack salt el python backport x el saltstack salt el k python backport ssl match hostnam noarch el saltstack salt el k python chardet noarch el saltstack salt el k python crypto x el saltstack salt el k python distribut noarch el saltstack salt el k python jinja noarch el saltstack salt el k python lib x el saltstack salt el k python markupsaf x el saltstack salt el k python msgpack x el saltstack salt el k python ordereddict noarch el saltstack salt el k python pycurl x el saltstack salt el k python request noarch el saltstack salt el k python six noarch el saltstack salt el k python tornado x el saltstack salt el k python urllib noarch el saltstack salt el k python zmq x el saltstack salt el k salt noarch el saltstack salt el zeromq x el saltstack salt el k transact summari instal packag upgrad packag total download size ok n complet mv etc salt minion rpmsave etc salt minion mv overwrit salt version report pleas mention differ master minion version minion salt minion version report salt version salt depend version cffi instal cherrypi instal dateutil instal gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pygit instal python unknown jul python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist redhat tikanga machin x releas el system linux version red hat enterpris linux server tikanga master salt version report salt version salt depend version cffi instal cherrypi instal dateutil gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto mako msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pygit instal python r aug python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist redhat santiago machin x releas el x system linux version red hat enterpris linux server santiago,dupe confirm issu rh rh confirm rh rh rh rh salt minion el noarch restart expect issu abl replic rh pr fix fix rh unfortun rh end support redhat releas new packag releas fix thank daniel,5,84,salt|scripting|ssl|crypt|gnupg,520,0.16153846153846155,0.7456303834915161
40071,https://api.github.com/repos/saltstack/salt/issues/40071,issue,salt master ad master job cach error warn messag,descript issu question salt master ad master job cach error warn messag setup pleas provid relev config sls file sure remov sensit info master version salt version salt depend version cffi instal cherrypi dateutil instal gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python pycpars instal pycrypto pygit instal python r aug python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist cento final machin x releas el x system linux version cento final minion version salt version salt depend version cffi instal cherrypi instal dateutil instal gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pygit instal python r jul python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist cento final machin x releas el x system linux version cento final master master cach job mysql host mysql user root mysql pass mysql db salt mysql port master job cach mysql run command nonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefalsenonetruefals salt version report pleas mention differ master minion version,appear duplic,4,15,salt|scripting|crypt|gnupg,209,0.07177033492822966,0.661099374294281
39139,https://api.github.com/repos/saltstack/salt/issues/39139,issue,master master report typeerr bool iter use salt syndic lessor version,descript issu question salt mom report typeerr bool iter log syndic return data issu seem stem differ version mom syndic master mom pin version salt syndic function correctli setup test use salt master mom salt syndic master step reproduc issu spin salt master use configur mom order master true spin salt master use add salt syndic packag syndic master add salt minion salt syndic test fail scenario syndic salt test ping report avail minion mom salt test ping time start salt master debug mode show error test success scenario spin new mom pin configur mom order master true remov syndic master pem file syndic updat syndic point new mom syndic salt test ping report avail minion mom salt test ping report avail minion version report synidc salt version salt depend version cffi instal cherrypi instal dateutil gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto mako instal msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pygit instal python default oct python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist redhat maipo machin x releas el x system linux version red hat enterpris linux server maipo broken mom salt version salt depend version cffi instal cherrypi instal dateutil instal gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pygit instal python default nov python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist cento core machin x releas el x system linux version cento linux core,want initi say support differ master version syndic mom make sure ping know try support differ version issu automat mark stale recent activ close activ occur thank contribut issu close prematur pleas leav comment gladli reopen issu,5,29,salt|scripting|availability|crypt|gnupg,320,0.090625,0.6109851002693176
47390,https://api.github.com/repos/saltstack/salt/issues/47390,issue,salt bootstrap fail salt master salt minion,descript issu question failur run salt master salt minion setup cento docker contain run follow command curl l instal salt sh bin sh instal salt sh p n step reproduc issu run command pleas find log nohup ignor input debug read configur etc salt master debug configur file path etc salt master warn insecur log configur detect sensit data log info set salt master debug mark base encod jinja filter debug mark base decod jinja filter debug mark md jinja filter debug mark sha jinja filter debug mark sha jinja filter debug mark hmac jinja filter debug mark random hash jinja filter debug mark rand str jinja filter debug mark file hashsum jinja filter debug mark jinja filter debug mark yaml dquot jinja filter debug mark yaml squot jinja filter debug mark yaml encod jinja filter debug mark rais jinja global debug mark match jinja test debug mark equalto jinja test debug mark skip jinja filter debug mark sequenc jinja filter debug mark bool jinja filter debug mark quot jinja filter debug mark regex escap jinja filter debug mark regex search jinja filter debug mark regex match jinja filter debug mark regex replac jinja filter debug mark uuid jinja filter debug mark uniqu jinja filter debug mark min jinja filter debug mark max jinja filter debug mark avg jinja filter debug mark union jinja filter debug mark intersect jinja filter debug mark differ jinja filter debug mark symmetr differ jinja filter info gener master key etc salt pki master debug salt crypt rsa key load privat key debug salt crypt key evict load privat key debug load master key etc salt pki master master pem info prepar root key local commun profil begin pwd getpwal call masterapi access key function profil end pwd getpwal call masterapi access key function debug creat pidfil var run salt master pid info start salt master debug lazyload root env debug lazyload root init root init avail info salt master start user root info current valu max open file soft hard set info valu max open file set higher highest valu user run salt allow default info creat master process manag info creat master publish process debug start salt transport zeromq publish daemon pid info creat master event publish process debug start salt util event eventpublish pid info start salt publish tcp info start salt puller ipc var run salt master publish pull ipc info creat master mainten process debug start salt master mainten pid info creat master request server process debug start reqserv pid debug initi new schedul debug start salt transport zeromq zmq devic pid info set master commun server debug start mworker pid debug start mworker pid debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug lazyload root env debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug start mworker pid debug start mworker pid debug lazyload root updat interv root updat interv avail debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug start mworker pid debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug start salt master fileserverupd pid debug process manag start debug process manag start debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug perform fileserv updat item updat interv debug updat root fileserv cach debug complet fileserv updat item updat interv wait second debug lazyload timezon offset timezon offset avail debug lazyload config merg config merg avail debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug salt master instanc accept minion key debug miss configur file root saltrc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug miss configur file root saltrc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug miss configur file root saltrc debug miss configur file root saltrc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug miss configur file root saltrc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug read configur etc salt master debug read configur etc salt master debug read configur etc salt master debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug guess id id explicitli etc salt minion debug grain refresh request refresh grain debug read configur etc salt master debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug grain refresh request refresh grain debug read configur etc salt master info determin init system command line bin bash info determin init system command line bin bash info determin init system command line bin bash info determin init system command line bin bash info determin init system command line bin bash debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug read configur etc salt master debug read configur etc salt master debug read configur etc salt master debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master info determin init system command line bin bash info determin init system command line bin bash info determin init system command line bin bash info determin init system command line bin bash debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain info determin init system command line bin bash debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug miss configur file root saltrc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug miss configur file root saltrc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug miss configur file root saltrc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug read configur etc salt master debug read configur etc salt master debug miss configur file root saltrc debug miss configur file root saltrc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug read configur etc salt master debug guess id id explicitli etc salt minion debug guess id id explicitli etc salt minion debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master info determin init system command line bin bash info determin init system command line bin bash info determin init system command line bin bash debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain info determin init system command line bin bash info determin init system command line bin bash debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug read configur etc salt master debug read configur etc salt master debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug read configur etc salt master debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master info determin init system command line bin bash info determin init system command line bin bash info determin init system command line bin bash debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain info determin init system command line bin bash info determin init system command line bin bash debug pleas instal virt improv result virtual grain debug pleas instal virt improv result virtual grain info worker bind socket ipc var run salt master worker ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug salt crypt rsa key load privat key debug load master key etc salt pki master master pem info worker bind socket ipc var run salt master worker ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug salt crypt rsa key load privat key debug load master key etc salt pki master master pem info worker bind socket ipc var run salt master worker ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug salt crypt rsa key load privat key debug load master key etc salt pki master master pem info worker bind socket ipc var run salt master worker ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug salt crypt rsa key load privat key debug load master key etc salt pki master master pem info worker bind socket ipc var run salt master worker ipc debug masterev pub socket uri var run salt master master event pub ipc debug masterev pull socket uri var run salt master master event pull ipc debug salt crypt rsa key load privat key debug load master key etc salt pki master master pem debug perform fileserv updat item updat interv debug updat root fileserv cach debug complet fileserv updat item updat interv wait second debug read configur etc salt master debug guess id id explicitli etc salt minion debug found minion id gener minion id df bea debug grain refresh request refresh grain debug read configur etc salt master info determin init system command line bin bash debug pleas instal virt improv result virtual grain debug lazyload local cach clean old job debug lazyload localf list token debug salt master instanc accept minion key debug perform fileserv updat item updat int salt version report pleas mention differ master minion version,start docker contain systemd init system init system run start servic fail either start systemd pass bootstrap script try start systemd servic daniel,14,263,salt|scripting|insecure|encode|decode|sha|hmac|hash|pki|crypt|rsa|private key|availability|transport,3145,0.08362480127186009,0.6045176982879639
46764,https://api.github.com/repos/saltstack/salt/issues/46764,issue,salt minion fail connect singl master log say bring minion multi master,new minion cloud aws cento success bootstrap use salt cloud conf file singl salt master master minion secur group subnet vpc open commun verifi ssh connect way minion salt master version new minion key get automat except salt master minion cannot reach master minion side cannot talk master report tri bring multi master one master minion config one key valu salt minion config look environ test hash type sha id myhost test mydomain com master x x x log level info pillarenv test sls list initi sls startup state sls look log file var log salt minion report salt cli daemon info set salt minion devop mq us east test mydomain com salt cli daemon info start salt minion salt util event info start pull socket var run salt minion minion event b pull ipc salt minion info creat minion process manag salt crypt info gener key etc salt pki minion salt minion error error bring minion multi master master x x x respond salt minion error error bring minion multi master master x x x respond salt minion error error bring minion multi master master x x x respond etc minion version report salt version salt depend version cffi instal cherrypi instal dateutil instal docker py instal gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pycryptodom instal pygit instal python default aug python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist cento core local utf machin x releas el x system linux version cento linux core master version report salt version salt depend version cffi instal cherrypi instal dateutil docker py instal gitdb gitpython ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pycryptodom instal pygit instal python default aug python gnupg instal pyyaml pyzmq raet instal smmap timelib instal tornado zmq system version dist cento core local utf machin x releas el x system linux version cento linux core,port issu page help error mis lead though sinc multi master setup,8,37,salt|security|ssh|hash|sha|crypt|pki|gnupg,374,0.09893048128342247,0.5923291444778442
41424,https://api.github.com/repos/saltstack/salt/issues/41424,issue,salt test ping run master termin salt minion group minion,descript issu question master salt test ping report minion minion return connect minion last record salt minion appear run tail var log salt minion salt crypt critic salt master reject minion public key repair issu delet public key minion salt master restart minion restart salt master open mode clean key salt minion exit fix issu delet key master minion restart servic salt minion master salt key minion minion rm etc salt pki minion servic salt minion restart master salt key minion setup master configur defin worker thread file root nodegroup reject minion configur defin hostnam master reject minion master hostnam defin default step reproduc issu cannot reproduc yet recreat public key minion push master minion keep respond version report salt version report salt version salt depend version cffi instal cherrypi instal dateutil docker py instal gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto mako msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pycryptodom pygit instal python r aug python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist redhat santiago machin x releas el x system linux version red hat enterpris linux server santiago reject minion run rhel salt minion version report salt version salt depend version cffi instal cherrypi instal dateutil docker py instal gitdb instal gitpython instal ioflo instal jinja unknown libgit instal libnacl instal crypto mako msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pycryptodom instal pygit instal python r aug python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist redhat santiago machin x releas el x system linux version red hat enterpris linux server santiago,updat salt right updat thank daniel yes wonder caus us switch back pycrypto rhel box switch pycryptodomex take everi case account problem fip enabl machin guess switch back caus problem go leav open see see problem anyon els unabl replic error thank daniel issu automat mark stale recent activ close activ occur thank contribut issu close prematur pleas leav comment gladli reopen issu,6,38,salt|scripting|crypt|public key|pki|gnupg,356,0.10674157303370786,0.576994776725769
45871,https://api.github.com/repos/saltstack/salt/issues/45871,issue,two salt master one salt master salt minion deamon,two salt master one salt master salt minion deamon salt minion deamon connect time count salt minion saltstack opt local saltstack python bin salt version report salt version salt depend version cffi cherrypi dateutil instal docker py instal gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python instal pycpars pycrypto pycryptodom instal pygit instal python default apr python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist cento core local utf machin x releas el x system linux version cento linux core,salt master config saltstackcat etc salt master default includ opt local saltstack conf master conf transport tcp publish port user saltstack ret port pidfil opt local saltstack run salt master pid root dir opt local saltstack conf file etc salt master pki dir opt local saltstack pki master cachedir opt local saltstack cach master modul dir opt salt salt agent keep job timeout show timeout true sock dir opt local saltstack run job cach true minion data cach true max open file worker thread publish session auto accept fals log file opt local saltstack log master master log key logfil opt local saltstack log master key log log level warn log level logfil debug log datefmt h log datefmt logfil h log fmt logfil asctim msec f name levelnam messag salt minion config saltstackcat etc salt minion default includ opt local saltstack conf minion conf master x x x x x x x x transport tcp master port user saltstack pidfil opt local saltstack run salt minion pid conf file etc salt minion pki dir opt local saltstack pki minion cachedir opt local saltstack cach minion cach job true sock dir opt local saltstack run master tri modul dir opt bizsalt salt agent log file opt local saltstack log minion minion log key logfil opt local saltstack log minion key log log level warn log level logfil debug log datefmt h log datefmt logfil h log fmt logfil asctim msec f name levelnam messag thank report minion config ensur option minion try one find one abl connect issu automat mark stale recent activ close activ occur thank contribut issu close prematur pleas leav comment gladli reopen issu,5,54,salt|crypt|gnupg|transport|pki,388,0.13917525773195877,0.5638481974601746
32836,https://api.github.com/repos/saltstack/salt/issues/32836,issue,salt syndic process die unexpectedli without write error syndic log,descript issu question salt syndic servic halt unexpectedli provid error var log salt syndic rootstat servic salt syndic statu salt syndic dead pid file exist setup salt master master cento run vmware salt syndic master cento run aws step reproduc issu happen unexpectedli sure happen syndic master manag window linux minion command send master master salt c gand ggrain lt app salt l server server salt deploy download extract arg arg salt l server server state sls applic deploy role version report minion syndic master salt version salt depend version jinja crypto instal mako instal pyyaml pyzmq python r jul raet instal tornado zmq cffi instal cherrypi instal dateutil gitdb gitpython ioflo instal libgit instal libnacl instal msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pygit instal python gnupg instal smmap timelib instal system version dist cento final machin x releas el x system cento final master master salt version salt depend version jinja crypto instal mako instal pyyaml pyzmq python r jul raet instal tornado zmq cffi cherrypi dateutil instal gitdb instal gitpython instal ioflo instal libgit libnacl instal msgpack pure instal msgpack python mysql python instal pycpars pycrypto pygit python gnupg instal smmap instal timelib instal system version dist cento final machin x releas el x system cento final,thank report possibl post master syndic exampl minion config syndic log run debug level higher hmmm hit oom killer much memori alloc aws instanc lower level master syndic anyth system log aws consol memori event issu automat mark stale recent activ close activ occur thank contribut issu close prematur pleas leav comment gladli reopen issu,4,22,salt|scripting|crypt|gnupg,280,0.07857142857142857,0.5618125200271606
42733,https://api.github.com/repos/saltstack/salt/issues/42733,issue,salt syndic unit salt syndic servic fail load file directori,salt syndic servic fail start setup instal salt master salt minion salt master minion syndic node follow document provid syndic salt master minion servic master mom salt maser mom abl accept key syndic node step reproduc issu tri start syndic use servic salt syndic start give fail restart salt syndic servic unit salt syndic servic fail load file directori version report salt version syndic salt version salt version salt depend version cffi instal cherrypi dateutil docker py instal gitdb gitpython rc ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python pycpars instal pycrypto pycryptodom instal pygit instal python default sep python gnupg instal pyyaml pyzmq raet instal smmap timelib instal tornado zmq system version dist debian local utf machin armv l releas system linux version debian salt version master salt version salt gf depend version cffi instal cherrypi instal dateutil instal docker py instal gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pycryptodom instal pygit instal python default nov python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist ubuntu xenial local utf machin x releas aws system linux version ubuntu xenial,salt syndic packag instal syndic instal salt syndic packag find follow instruct given document page repositori got thank abl start salt syndic servic perfect mon aug ar wrote got thank abl start salt syndic servic receiv modifi open close state repli email directli view github mute thread,3,30,salt|crypt|gnupg,273,0.10989010989010989,0.5589544773101807
57495,https://api.github.com/repos/saltstack/salt/issues/57495,issue,bug salt util find rabbitmq modul user exist,descript experienc issu salt util unabl find rabbitmq user exist modul setup part state init state rabbitmq role gener follow step reproduc behavior reproduc jinja render cli modul work fine expect behavior jinja make modul call rabbitmq user exist check user exist version report minion root salt call version report salt version salt depend version cffi cherrypi instal dateutil instal docker py instal gitdb instal gitpython instal ioflo instal jinja libgit instal libnacl instal crypto instal mako instal msgpack pure instal msgpack python mysql python instal pycpars pycrypto pycryptodom pygit instal python default aug python gnupg instal pyyaml pyzmq raet instal smmap instal timelib instal tornado zmq system version dist cento core local utf machin x releas el x system linux version cento linux core salt version salt depend version cffi instal cherrypi unknown dateutil docker py instal gitdb instal gitpython instal jinja libgit instal crypto mako instal msgpack pure instal msgpack python mysql python instal pycpars instal pycrypto pycryptodom instal pygit instal python default aug python gnupg instal pyyaml pyzmq smmap instal timelib instal tornado zmq system version dist cento core local utf machin x releas el x system linux version cento linux core,,4,16,salt|scripting|crypt|gnupg,204,0.0784313725490196,0.5465571284294128
