postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
1932,https://api.github.com/repos/RocketMap/RocketMap/issues/1932,pr,add webhook whitelist blacklist,ad sever paramet creat whitelist blacklist manag pokemon sent webhook reduc load webhook network traffic pokemon need sent specif pokemon sent descript mirror encount whitelist blacklist concept adjust creat new method whitelist blacklist send send webhook command line argument includ wwht wblk wwhtf wblkf webhook whitelist webhook blacklist webhook whitelist file webhook blacklist file method specif exactli whitelist simplic command line option least prefer favor config file exampl webhook whitelist pokemon ids sent webhook whitelist blacklist use togeth motiv context begin mani area webhook beat pretti well adn proper design mitig mitig log consol output gener webhook traffic manag info para ignor filter manag info para ignor filter manag info para ignor filter manag info para ignor filter manag info para ignor filter manag info para ignor filter manag info mankey ignor filter manag info mankey ignor filter manag info mankey ignor filter manag info mankey ignor filter manag info mankey ignor filter manag info mankey ignor filter manag info mankey ignor filter manag info beedril ignor filter manag info beedril ignor filter manag info beedril ignor filter manag info beedril ignor filter manag info beedril ignor filter manag info beedril ignor filter manag info beedril ignor filter lot log effort pokemon test test local instanc use form whitelist blacklist provid screenshot type chang bug fix non break chang fix issu x new featur non break chang add function break chang fix featur caus exist function chang checklist x code follow code style project chang requir chang document updat document accordingli,use pr past week larg setup scan million pokemon per day everyth suppos error crash great pr love see develop branch implicit support question pleas look merg branch destroy main branch instead clone pr,4,20,whitelist|blacklist|scripting|signing,290,0.06896551724137931,0.36717161536216736
44979,https://api.github.com/repos/saltstack/salt/issues/44979,issue,firewalld state caus horrid perform saltrun,formula firewalld rule follow subset node server firewalld state run highstat run upon inspect realiz firewalld modul consum lot time ineffici e g consid follow formula run minion take averag chang occurr comment firewal line take significantli less time run state,thank report sound firewalld modul benefit addit mod aggreg support thank mod aggreg suggest know realli help case need run multipl firewal chang unfortun think mod aggreg fix slow firewalld state modul exampl sls file one invoc firewalld present state function output state appli made chang well alter hide usernam hostnam domain note took second make simpl firewal rule chang second confirm machin alreadi desir state look firewalld present state function make mani unnecessari call firewalld execut modul turn run firewal cmd command snip minion log file firewalld present simpl exampl,4,17,firewall|salt|signing|username,139,0.1223021582733813,0.3428614139556885
1295,https://api.github.com/repos/cloud-custodian/cloud-custodian/issues/1295,issue,ssl listen polici updat multipl listen,elb multipl listen ssl listen polici action sometim updat one listen new polici creat new polici updat listen exampl custodian polici form creat new elb two ssl listen let aws assign default polici custodian polici run correctli assign desir listen polici listen replac listen polici custom polici add protocol tlsv custodian polici run gener new polici assign either listen thing everi time polici run eventu use space alloc listen polici throw error case custodian polici assign singl listen one run creat new polici assign listen subsequ run exampl elb listen step step updat first listen default polici updat third listen custom polici next time custodian ran creat new polici updat first listen subsequ run creat new polici assign listen,,2,9,ssl|signing,126,0.07142857142857142,0.3422068655490875
52081,https://api.github.com/repos/ansible/ansible/issues/52081,pr,fortinet fortio firewal servic custom,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig webfilt case provid differ function firewal servic custom pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin issu type new modul pull request compon name fortio firewal servic custom ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot shipit shipit,5,8,firewall|spam|certificate|antivirus|authentication,116,0.06896551724137931,0.3419990837574005
34153,https://api.github.com/repos/saltstack/salt/issues/34153,issue,event return whitelist implictli blacklist tag list,descript issu question look util event return whitelist featur featur essenti blacklist event tag except list event return whitelist salt master config howev configur environ multipl time test differ combin event return whitelist event return blacklist took look sourc code notic current accomplish without individu declar tag glob event return blacklist event want publish return take look filter function current salt util event py logic four path logic event tag exist whitelist exist blacklist event tag publish event tag exist whitelist exist blacklist event tag publish event tag exist whitelist exist blacklist event tag publish event tag exist white list exist blacklist event tag publish scenario current render concept event return whitelist useless sinc tag alway publish long list blacklist sure desir implement whitelist featur believ presenc whitelist implicil blacklist entri exist version report snippet code descript taken latest github test salt beryllium,agre need ensur event return whitelist event tag exist white list exist blacklist tag publish look need fix thank think chang fix mind give try test follow event return whitelist configur use salt call event send test observ custom return modul receiv event whose tag match salt key salt fs state updat tag pass onto return look whitelist portion fix work expect thank test follow salt version,5,35,whitelist|blacklist|scripting|salt|white list,218,0.16055045871559634,0.32399582862854004
41075,https://api.github.com/repos/saltstack/salt/issues/41075,issue,salt state firewalld support modular firewal configur,descript issu question experi everi state declar use function global configur firewalld write configur creat previou state declar behavior make imposs write modular state make atom modif firewalld misunderstand document spars workaround complet differ manag firewal atom state allow port servic need without affect port servic allow state setup two modular state one make sure host correctli configur salt anoth configur icinga client monitor state contain follow declar want modular state modifi firewal atom open port web server without block port servic manag state appli host step reproduc issu expect behavior appli state host firewalld zone trust port open actual behavior whichev state appli last write configur perform previou state shown port get close open version report,appear duplic agre firewalld document much better option mention issu prune servic still prune port need everi port servic default need leav everyth clobber work servic sure individu port miss absent thank let know prune servic option workaround relat issu output decept use base output appear servic remov fact icinga servic ad love see fix whole state behavior clean ever sinc actual tri firewalld gave chanc use exclus make appli firewal rule salt significantli easier linux tag featur request platform team appreci help yall provid thank daniel realli see firewalld state work mimic command line interfac firewal cmd base ad remov port servic case state enabl ssl web server want state disabl port http web server great firewalld present work list someth explicitli state masquerad state affect prefer prune term think make sens singl option want start default configur zone question wipe previous appli state post start discuss pleas repli thought disagre format present signifi present firewalld absent remov servic fri pm craig finch wrote realli see firewalld state work mimic command line interfac firewal cmd base ad remov port servic case state enabl ssl web server want state disabl port http web server great firewalld present work firewalld present name public activ zone public add servic remov servic list someth explicitli state masquerad state affect prefer prune term think make sens singl option reset state true want start default configur zone question wipe previous appli state post start discuss pleas repli thought receiv mention repli email directli view github mute thread confus term function name think refer firewalld activ particular zone present think state add anoth state manag zone sinc zone present necessarili activ think present absent paradigm realli work zone manag,6,28,salt|firewall|scripting|trust|signing|ssl,408,0.06862745098039216,0.32082512974739075
60779,https://api.github.com/repos/ansible/ansible/issues/60779,pr,fortinet new modul fortio switch control secur polici,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio fortiswitch x mac authent bypass mab polici pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio switch control secur polici x ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot cc bot apart common pr comment lgtm,7,9,security|authentication|bypass|firewall|spam|certificate|antivirus,143,0.06293706293706294,0.320015549659729
61140,https://api.github.com/repos/ansible/ansible/issues/61140,pr,fortinet new modul fortio waf signatur,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio waf signatur pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio waf signatur ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot,6,8,signature|firewall|spam|certificate|antivirus|authentication,126,0.06349206349206349,0.3162959814071655
60853,https://api.github.com/repos/ansible/ansible/issues/60853,pr,fortinet new modul fortio system password polici,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio system password polici pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio system password polici ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot,6,8,password|firewall|spam|certificate|antivirus|authentication,129,0.06201550387596899,0.3152056634426117
52106,https://api.github.com/repos/ansible/ansible/issues/52106,pr,fortinet fortio firewal ssl ssh profil,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig webfilt case provid differ function firewal ssl ssh profil pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin issu type new modul pull request compon name fortio firewal ssl ssh profil ansibl version,maintain modul namespac new modul submit vote count shipit pleas review modul add see merg click bot cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot shipit,7,14,firewall|ssl|ssh|spam|certificate|antivirus|authentication,135,0.1037037037037037,0.31483596563339233
61055,https://api.github.com/repos/ansible/ansible/issues/61055,pr,fortinet new modul fortio user password polici,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio user password polici pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio user password polici ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot,6,8,password|firewall|spam|certificate|antivirus|authentication,129,0.06201550387596899,0.30873316526412964
52102,https://api.github.com/repos/ansible/ansible/issues/52102,pr,fortinet fortio firewal ssh set,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig webfilt case provid differ function firewal ssh set pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin issu type new modul pull request compon name fortio firewal ssh set ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot maintain modul namespac new modul submit vote count shipit pleas review modul add see merg click bot shipit,6,11,firewall|ssh|spam|certificate|antivirus|authentication,132,0.08333333333333333,0.3072892725467682
52105,https://api.github.com/repos/ansible/ansible/issues/52105,pr,fortinet fortio firewal ssl set,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig webfilt case provid differ function firewal ssl set pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin issu type new modul pull request compon name fortio firewal ssl set ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot maintain modul namespac new modul submit vote count shipit pleas review modul add see merg click bot shipit,6,11,firewall|ssl|spam|certificate|antivirus|authentication,132,0.08333333333333333,0.30678102374076843
55540,https://api.github.com/repos/saltstack/salt/issues/55540,pr,fix race condit servic run systemd,state check servic run run howev systemd potenti state concept state exampl servic reli servic tell systemd servic exit cede control back salt systemd await notif interim servic either state importantli salt use check servic state result nonzero exit code salt interpret servic notif come quick enough salt check servic statu post start appear salt actual state commit modifi modul statu period retri tunabl amount time default second result return timeout reach time servic assum keep servic misinterpret dead took littl longer normal start realiz alreadi argument state alway sleep period time appli modul idea behind make chang modul catch mani issu start troubleshoot identifi dead actual dead open suggest,sure merg conflict take look time servic notifi systemd possibl salt either listen sort messag systemd notifi salt servic notifi systemd good exampl possibl salt either listen sort messag systemd notifi salt possibl mayb feasibl arguabl thank resolv conflict,2,10,race condition|salt,156,0.0641025641025641,0.3048994839191437
52096,https://api.github.com/repos/ansible/ansible/issues/52096,pr,fortinet fortio firewal sniffer,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig webfilt case provid differ function firewal sniffer pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin issu type new modul pull request compon name fortio firewal sniffer ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot maintain modul namespac new modul submit vote count shipit pleas review modul add see merg click bot shipit,6,11,firewall|snif|spam|certificate|antivirus|authentication,129,0.08527131782945736,0.3043850362300873
